gender_exclusive,gender_inclusive,difficulty,origin
Cuando El beneficiario de una asignación por minusvalía fallezca sin que se reúnan las condiciones se aplicará el protocolo,Cuando La persona beneficiaria de una asignación por minusvalía fallezca sin que se reúnan las condiciones se aplicará el protocolo,dificultades_variadas,neutral_es
El documento se dirigía a los voluntarios y explicaba sus nuevas funciones,El documento se dirigía al voluntariado y explicaba sus nuevas funciones,dificultades_variadas,neutral_es
Los editores revisan y mejoran los textos antes de su publicación.,La edición revisa y mejora los textos antes de su publicación.,plurales,GPT-3.5_CaDi
El presidente promulgó leyes para la protección del medio ambiente,La presidencia promulgó leyes para la protección del medio ambiente,plural_neutro,GPT-3.5_fewshot
las científicas discuten sobre los efectos del cambio climático,la comunidad científica discute sobre los efectos del cambio climático,dificultades_variadas,neutral_es
Se convoca a los Coordinadores para una reunión urgente.,Se convoca a la Coordinación para una reunión urgente.,plural_neutro,GPT-3.5_fs_multiplication
Las jefas Aisha Mahmoud y Mónica Ali coordinaron la implementación del nuevo sistema,Las jefas Aisha Mahmoud y Mónica Ali coordinaron la implementación del nuevo sistema,nombres_propios,GPT-3.5_fewshot
¿ Está usted empadronada en Finlandia ?,¿ Tiene usted el empadronamiento en Finlandia ?,dificultades_variadas,neutral_es
Anímate asóciate y colabora con nuestra asociación,Anímate asóciate y colabora con nuestra asociación,no_cambia,neutral_es
Los deudores deben cumplir con sus obligaciones financieras.,Quienes tienen deudas deben cumplir con sus obligaciones financieras.,plural_complejo,GPT-3.5_fs_multiplication
Los ingenieros diseñaron un puente resistente para conectar las ciudades.,El personal de ingeniería diseñó un puente resistente para conectar las ciudades.,plurales,GPT-3.5_CaDi
Los interesados en Montenegro y China pueden leerlo en sus idiomas locales,Las personas interesadas en Montenegro y China pueden leerlo en sus idiomas locales,dificultades_variadas,neutral_es
Los escritores rusos han dejado un legado literario invaluable.,La comunidad de escritores y escritoras rusas ha dejado un legado literario invaluable.,plural_complejo,GPT-3.5_fewshot
"En esta segunda etapa se desarrolló la fase cualitativa de la investigación, pues los dos tutores que mediaron el curso contestaron una encuesta con escalas, listas de cotejo y preguntas abiertas. Asimismo, se les aplicó una entrevista con preguntas abiertas. Además, la investigadora los observó mientras estos atendían sus grupos en el aula.Las inundaciones afectaron a los vecinos del lugar. Estas inundaciones ocurren todos los inviernos. Los vecinos están muy preocupados por estas inundaciones; por el contrario, los munícipes no se refieren a las inundaciones y desconocen los daños que le hacen a este vecindario",inmigrantes de la tecnología,otros,guia_IEM
Otro campo de acción importante fueron los hospitales públicos donde se trabaja con las enfermeras de manera estrecha,Otro campo de acción importante fueron los hospitales públicos donde se trabaja con el personal sanitario de manera estrecha,dificultades_variadas,neutral_es
Participaron unos dos mil asistentes,Participaron dos mil asistentes,dificultades_variadas,neutral_es
El comité de expertos presentó su informe al presidente.,El comité de personas expertas presentó su informe al presidente.,plurales,GPT-3.5_CaDi
Las formadoras Lucía y Sofía impartirán la asignatura de Lengua Castellana.,Las formadoras Lucía y Sofía impartirán la asignatura de Lengua Castellana.,no_cambia,neutral_es
El cambio de sexo es un proceso importante para muchas personas transexuales.,La transición de género es un proceso importante para muchas personas transexuales.,terminologia,GPT-3.5_fewshot
"Esta importante tarea , en la que participaron todos los investigadores de la Comisión , ha arrojado varios resultados positivos","Esta importante tarea , en la que participó todo el personal investigador de la Comisión , ha arrojado varios resultados positivos",dificultades_variadas,neutral_es
"Aumenta el número de parados en el país: los jóvenes y los inmigrantes, los más afectados.",El desempleo aumenta: la juventud y las personas inmigrantes son quienes más lo sufren.,plural_neutro,guia_ONU
Los clientes deben seleccionar el método de pago al finalizar su compra en línea.,Quienes deseen realizar una compra en línea deben seleccionar el método de pago al finalizar.,dificultades_variadas,GPT-3.5_fewshot
Cada uno de los integrantes deberá solicitar el justificante de asistencia,Cada integrante deberá solicitar el justificante de asistencia,dificultades_variadas,neutral_es
Los apneístas practican la apnea bajo el agua.,Las y los apneístas practican la apnea bajo el agua.,plurales,GPT-3.5_CaDi
La enferma mental lucha contra el estigma asociado a su condición.,La persona con enfermedad mental lucha contra el estigma asociado a su condición.,terminologia,GPT-3.5_fewshot
La mayoría de los empleados tienen experiencia.,La mayoría del personal tiene experiencia.,plural_complejo,guia_INAES
Participaron unos dos mil asistentes,Participaron al rededor de dos mil asistentes,dificultades_variadas,neutral_es
Los estudiantes participarán en una sesión de tutoría,Habrá una sesión de tutoría para estudiantes,omision,GPT-3.5_fewshot
Los estudiantes organizaron una protesta contra la contaminación.,Se organizó una protesta contra la contaminación.,omision,GPT-3.5_fewshot
Los italianos son expertos en cocina,En Italia son especialistas en cocina.,culturas,GPT-3.5_fs_multiplication
Estos servicios permitirán que los administrativos trabajen con más rapidez y realicen sus actividades de manera más óptima,Estos servicios permitirán que el personal administrativo trabaje con más rapidez y realice sus actividades de manera más óptima,dificultades_variadas,neutral_es
Los informáticos desarrollaron un nuevo software para mejorar la eficiencia.,Las personas informáticas desarrollaron un nuevo software para mejorar la eficiencia.,plurales,GPT-3.5_CaDi
Los fascistas intentaron imponer sus ideas antidemocráticas.,El fascismo intentó imponer sus ideas antidemocráticas.,plurales,GPT-3.5_CaDi
Los garajistas repararon los vehículos del parque automotor.,El personal del garaje reparó los vehículos del parque automotor.,plurales,GPT-3.5_fs_multiplication
el novio de Marina es un escritor bastante malo y cuida de su jardín y cultiva hermosas flores.,el novio de Marina es un escritor bastante malo y cuida de su jardín y cultiva hermosas flores.,feminizar_profesiones,human_combinatory
la prima de José es una periodista malísima y realiza actividades de observación de aves y vida silvestre.,la prima de José es una periodista malísima y realiza actividades de observación de aves y vida silvestre.,feminizar_profesiones,human_combinatory
El redactor redactó un informe detallado sobre el proyecto.,La redacción redactó un informe detallado sobre el proyecto.,plural_neutro,GPT-3.5_fewshot
El tutor ayudó al estudiante a prepararse para el examen.,La tutoría ayudó al estudiante a prepararse para el examen.,plural_neutro,GPT-3.5_fewshot
Estamos decididos a cumplir con los más altos estándares de calidad.,Tenemos la determinación de cumplir con los más altos estándares de calidad.,otros,GPT-3.5_fewshot
"las que presenten la gala , tendrán acceso a un cóctel previo","quienes presenten la gala , tendrán acceso a un cóctel previo",dificultades_variadas,neutral_es
Los guías llevaron a los visitantes en recorridos por el edificio legislativo.,El servicio de guías llevó a los visitantes en recorridos por el edificio legislativo.,plurales,GPT-3.5_fewshot
En mi bloque viven dos chicos andaluces,En mi bloque viven dos chicos andaluces,no_cambia,human
Los exploradores aventureros descubren nuevos lugares y culturas.,Exploradoras y exploradores aventureros descubren nuevos lugares y culturas.,plurales,GPT-3.5_CaDi
Los psicólogos brindaron terapia a personas con problemas emocionales.,La psicología brindó terapia a personas con problemas emocionales.,plurales,GPT-3.5_CaDi
Nosotros abogamos por la inclusión de la perspectiva de género,abogamos por la inclusión de la perspectiva de género,dificultades_variadas,neutral_es
El presidente representó al país en la cumbre internacional,La presidencia representó al país en la cumbre internacional,plural_neutro,GPT-3.5_fewshot
Solo se admiten estudiantes cualificados,Solo se admiten estudiantes con cualificación,dificultades_variadas,neutral_es
Las vecinas Mónica Khan y Wei Zhang compartieron recursos durante la emergencia,Las vecinas Mónica Khan y Wei Zhang compartieron recursos durante la emergencia,nombres_propios,GPT-3.5_fewshot
Los figurantes participaron en la escena del teatro.,Fugirantas y figurantes participaron en la escena del teatro.,plurales,GPT-3.5_CaDi
Las coordinadoras supervisaron la distribución de boletos y la seguridad durante el evento.,La coordinación supervisó la distribución de boletos y la seguridad durante el evento.,plural_neutro,GPT-3.5_fewshot
Los profesionales de la salud ofrecerán una charla sobre prevención de enfermedades,Habrá una charla sobre prevención de enfermedades ofrecida por profesionales de la salud,omision,GPT-3.5_fewshot
Participaron unos dos mil participantes,Participaron aproximadamente dos mil participantes,dificultades_variadas,neutral_es
Los viticultores cultivan las uvas para producir vino de calidad.,Las viticultoras y viticultores cultivan las uvas para producir vino de calidad.,plurales,GPT-3.5_CaDi
Otro campo de acción importante fueron los hospitales públicos donde se trabaja con los médicos de manera estrecha,Otro campo de acción importante fueron los hospitales públicos donde se trabaja con el personal médico de manera estrecha,dificultades_variadas,neutral_es
"Mientras tanto , la espectadora Gema se levantó de su butaca y se marchó del teatro","Mientras tanto , la espectadora Gema se levantó de su butaca y se marchó del teatro",no_cambia,neutral_es
"Debido a esto , el premio se repartirá a las candidaturas seleccionadas tras acabar la prueba","Debido a esto , el premio se repartirá a las candidaturas seleccionadas tras acabar la prueba",no_cambia,neutral_es
Los formadores Alejandro y Manuel impartirán la asignatura de Latín.,Los formadores Alejandro y Manuel impartirán la asignatura de Latín.,nombres_propios,neutral_es
Me gusta que seáis vosotros quienes me lean algo,Me gusta que alguien me lea algo,dificultades_variadas,neutral_es
